70
70
35
155     62
438     43
255    102
 92     36
471     94
297    118
478    143
350    140
233     93
 90     27
 21      4
297     29
484     96
276    110
379     75
425    212
463    231
 20      4
236    118
295     29
365    146
489    244
211     21
133     39
330    132
117     35
459     45
167     50
300    150
276     27
 18      5
307    153
168     84
400     40
130     13
312     62
489     97
 49     14
350    175
239     71
202    101
126     63
355    106
313    156
321    160
429     85
385    154
 21      6
264     52
 52      5
211     42
196     78
365     36
495    198
118     35
490     98
184     18
182     91
494     98
288     86
 74      7
249     24
 57      5
107     42
170     68
406    121
320    160
176     17
 48      4
495     99
884.36	944.96	639.38	81.03	121.18	253.48	425.46	437.74	732.09	239.25	862.60	568.38	64.95	429.15	253.31	657.48	504.36	446.74	49.55	112.29	313.45	387.39	63.32	489.19	73.51	26.45	518.04	69.02	482.29	778.84	929.60	366.65	723.80	568.98	446.68	843.98	821.46	871.14	281.72	553.55	110.39	144.32	121.92	174.34	572.47	374.24	830.82	76.83	819.97	879.37	188.12	133.43	266.76	250.44	621.61	339.27	275.89	139.65	407.30	757.18	917.49	336.89	123.84	641.29	904.87	569.52	485.28	726.34	440.65	766.00	
279.88	550.05	909.32	400.81	723.39	481.79	774.05	554.21	557.61	594.02	433.58	744.73	726.44	699.35	994.17	348.06	38.62	270.06	486.70	444.92	27.24	404.19	780.81	150.08	45.49	685.68	718.59	529.76	412.02	159.25	295.76	690.91	708.30	205.08	91.71	431.69	685.86	864.76	984.90	243.48	458.78	418.48	987.21	185.22	117.83	981.38	532.28	155.45	251.44	18.98	599.36	277.68	422.18	380.17	426.75	466.66	65.86	145.35	995.43	476.88	303.60	291.19	167.78	11.89	495.26	258.50	442.58	181.13	123.26	427.48	
423.61	581.04	844.96	410.82	765.26	961.79	392.20	297.54	117.23	642.63	315.53	715.60	919.31	736.70	95.77	346.07	203.37	160.63	490.41	198.79	636.51	793.01	488.98	803.29	803.90	983.24	61.79	246.48	164.37	184.05	672.96	586.98	764.09	517.92	996.80	529.35	479.71	389.00	825.90	595.94	31.63	141.43	311.54	949.94	877.13	406.32	296.01	80.49	565.95	785.42	278.29	202.46	578.43	766.26	5.75	382.34	749.50	66.54	627.82	912.87	249.59	300.78	499.85	13.68	817.70	496.65	542.04	297.41	884.65	367.94	
892.36	915.28	508.36	203.90	865.22	385.49	609.21	161.23	464.98	175.16	945.65	742.27	376.62	524.08	508.53	381.37	905.41	258.04	446.91	533.23	170.91	695.50	833.01	669.76	708.18	650.71	166.42	250.22	947.12	51.06	617.16	839.48	965.34	125.52	43.38	830.56	510.01	651.59	990.78	973.99	825.75	936.43	716.26	202.37	460.50	224.79	582.74	365.92	481.83	29.65	898.15	651.74	724.15	731.16	321.51	432.33	381.87	486.92	681.55	328.99	536.98	298.71	168.47	502.32	423.23	210.85	332.88	932.23	861.44	323.66	
906.23	687.19	260.08	622.49	888.56	719.59	846.28	471.30	85.51	328.12	499.94	982.65	978.86	224.09	713.81	300.37	655.42	95.68	786.29	336.97	423.68	323.27	634.68	591.15	824.60	57.90	801.00	157.47	989.14	662.44	480.13	895.37	349.64	739.22	517.86	238.20	458.80	364.14	708.50	543.31	691.26	208.44	525.96	670.12	431.53	239.78	969.48	86.95	334.46	755.77	422.93	757.14	79.04	57.60	348.29	902.64	114.51	149.30	60.11	103.65	810.74	539.24	998.01	160.38	278.46	515.87	397.58	736.26	879.01	106.08	
279.57	570.26	313.52	804.54	240.38	744.05	44.31	209.86	830.00	377.77	964.63	252.93	134.91	43.67	309.53	482.21	945.31	423.04	630.50	5.42	525.69	441.24	543.67	523.70	600.62	821.12	39.56	997.20	557.39	917.57	103.27	835.96	487.84	415.79	640.50	727.22	159.84	683.81	936.08	988.85	61.58	900.71	241.78	195.50	943.38	550.31	676.70	888.69	972.35	307.20	893.12	498.04	747.45	436.78	21.74	348.07	257.91	60.30	345.27	814.29	976.87	447.54	650.25	464.71	862.33	290.75	191.92	22.17	973.56	128.00	
11.02	35.14	28.71	251.80	229.64	971.09	801.11	905.34	859.78	773.47	212.54	752.90	271.51	958.99	189.68	292.24	307.06	446.58	351.54	651.32	260.88	328.42	98.86	910.13	792.13	960.20	200.88	983.05	981.37	174.44	111.05	991.39	208.58	138.76	243.19	437.21	109.84	44.30	342.55	968.62	816.77	554.09	721.52	88.28	513.08	910.20	379.52	819.14	356.78	730.06	470.46	616.66	58.48	568.32	526.79	849.61	528.52	726.67	832.66	509.89	900.11	942.71	501.28	108.69	81.47	743.47	544.90	190.31	786.78	886.45	
158.93	603.55	440.54	879.45	690.82	952.62	789.65	70.34	771.76	146.43	799.40	242.22	762.09	856.88	809.54	288.89	706.49	338.05	15.56	539.15	846.94	914.67	481.86	348.22	23.35	562.32	91.70	567.25	751.63	877.48	453.70	909.57	481.03	893.24	789.02	171.85	845.87	578.67	241.19	617.62	724.10	40.60	858.84	486.20	896.48	668.38	774.08	602.97	6.43	788.64	142.12	852.37	703.31	622.98	200.59	725.66	185.30	291.29	292.91	935.94	168.77	745.61	845.50	648.80	638.86	634.52	819.64	484.72	213.19	60.84	
102.35	936.29	100.43	960.19	422.49	995.91	628.56	196.58	598.89	633.99	984.22	740.01	486.37	687.52	362.99	685.96	413.18	547.29	976.25	705.09	483.23	145.02	450.70	328.73	792.82	89.56	962.25	612.46	573.28	175.44	672.30	674.63	111.73	771.73	634.82	533.23	767.64	263.38	728.80	366.53	896.38	713.02	106.54	382.74	400.54	468.52	68.70	812.72	15.82	44.95	517.81	498.04	188.98	967.52	825.77	980.79	57.07	788.02	593.25	629.36	962.46	265.55	303.99	74.19	37.28	937.81	606.42	803.92	201.19	335.22	
170.45	97.56	48.24	275.99	479.30	447.79	743.51	547.00	260.51	758.33	590.96	777.32	256.37	778.93	744.84	82.14	759.73	800.91	869.16	352.98	430.27	831.61	617.53	733.26	904.81	653.82	671.06	511.23	457.74	871.25	845.45	627.19	967.81	892.69	902.18	447.12	340.48	645.69	993.12	599.99	404.02	584.08	377.31	659.39	363.01	122.15	740.52	122.74	922.06	609.68	474.72	352.33	441.30	92.26	85.59	346.10	745.07	755.65	856.33	202.81	626.90	701.78	829.00	594.71	594.47	731.18	41.83	933.95	376.87	34.95	
533.94	779.89	618.03	910.25	439.28	980.04	32.40	179.80	102.78	953.46	788.48	576.50	305.79	229.78	667.76	390.37	574.88	412.83	146.02	431.21	614.64	771.92	132.99	443.64	366.63	726.47	174.83	407.46	660.42	550.70	441.41	194.36	330.59	59.44	104.61	768.86	39.48	136.01	947.67	141.26	89.46	736.15	716.76	394.25	964.93	384.52	783.62	539.81	796.35	928.64	970.02	410.99	700.56	103.02	853.63	67.19	828.48	28.46	473.65	488.91	578.16	914.06	682.27	907.75	972.50	785.88	676.61	11.98	920.88	624.28	
152.25	10.34	360.43	868.01	403.59	325.35	252.53	187.21	864.16	48.88	115.85	834.18	458.87	815.41	936.20	312.51	881.60	764.68	339.97	355.25	253.59	917.13	269.32	934.86	824.87	241.82	720.73	501.49	252.81	641.62	125.76	404.05	650.96	485.19	272.06	54.55	809.54	523.59	240.76	673.70	571.48	355.61	507.89	30.35	171.02	444.08	341.86	52.62	208.76	680.83	406.87	461.35	597.95	675.19	396.21	422.83	916.01	116.94	923.31	168.82	757.56	49.08	571.87	408.52	533.27	842.93	462.07	342.81	366.52	701.83	
16.52	937.00	57.44	523.40	966.35	227.46	966.48	308.21	279.08	175.25	988.03	684.95	635.60	585.99	360.13	31.81	8.81	276.14	147.75	931.13	443.96	904.31	979.21	15.83	312.83	512.48	857.76	773.90	854.29	224.29	475.73	869.80	161.29	532.18	393.21	127.63	758.64	359.69	434.84	37.71	533.94	422.87	721.66	169.54	8.86	81.80	200.35	16.67	356.94	347.10	946.80	799.90	251.41	926.01	814.73	563.24	438.49	672.49	337.14	292.78	895.78	811.87	162.58	57.07	344.05	554.79	183.70	102.69	913.48	617.54	
139.40	447.42	40.41	860.06	615.96	48.27	940.86	815.31	63.95	297.80	162.41	10.75	97.70	412.82	935.76	911.43	975.05	374.25	583.93	312.19	666.03	479.71	124.06	827.61	535.77	467.11	382.40	718.47	568.80	295.88	336.01	707.20	742.30	375.43	567.26	358.26	422.70	508.12	173.57	485.65	804.92	334.97	495.40	901.62	746.79	431.16	813.06	721.84	804.42	396.99	34.03	470.44	875.69	157.09	298.06	411.47	623.20	679.46	129.94	192.00	974.34	464.96	898.20	716.63	839.38	465.46	74.89	262.08	972.58	247.46	
746.73	777.50	581.43	242.13	679.13	328.22	672.29	492.18	50.07	476.71	888.17	83.10	946.15	763.86	239.19	244.21	175.33	861.40	922.67	304.28	53.40	897.00	768.23	950.59	613.64	607.61	416.06	687.53	868.70	388.64	933.98	615.43	166.14	515.42	856.56	844.27	842.64	528.85	336.45	891.70	5.56	224.62	973.80	950.72	987.48	213.00	194.93	162.82	74.39	117.60	466.09	126.79	14.60	234.32	77.38	627.24	840.94	492.44	314.76	709.64	880.07	248.75	325.07	46.21	763.16	181.63	889.48	605.80	709.48	225.93	
497.51	714.04	449.55	471.31	664.76	437.03	683.31	858.69	598.85	756.70	975.28	64.94	882.49	988.88	298.27	958.87	616.12	139.21	451.30	929.89	847.85	331.38	178.64	172.91	376.59	940.80	353.54	266.07	546.60	63.02	491.00	44.11	776.06	939.55	514.42	440.82	376.58	197.73	299.51	974.44	953.43	274.80	39.38	835.91	263.68	336.65	794.78	878.80	474.85	246.08	808.69	322.70	576.46	986.33	494.61	952.05	927.13	847.15	218.12	473.73	909.17	708.12	516.84	685.23	647.67	31.26	126.06	24.26	227.99	424.57	
997.69	181.42	698.37	37.07	17.33	961.05	372.72	811.11	839.86	846.57	57.19	648.55	169.27	632.65	634.88	662.88	584.70	562.00	510.03	801.82	35.73	419.20	509.94	551.58	104.44	157.62	581.84	229.49	180.88	808.83	653.06	178.57	989.25	351.44	214.64	6.58	312.49	586.36	816.70	152.35	432.94	872.89	799.90	601.21	505.54	434.77	264.09	90.24	995.78	773.13	891.06	31.51	192.33	401.00	582.09	295.77	557.62	163.93	524.26	737.49	971.76	177.32	915.06	961.01	527.76	129.70	966.59	839.25	715.07	783.29	
990.59	148.00	656.18	790.49	748.21	161.72	225.26	12.30	250.95	221.04	784.43	142.01	251.55	975.76	542.01	832.64	271.53	99.63	995.56	794.78	836.12	967.32	971.11	751.18	928.33	498.87	879.88	894.92	338.11	594.95	678.21	328.71	741.95	334.39	119.20	490.16	495.10	343.46	501.46	745.06	563.50	285.89	886.07	814.05	261.65	428.08	646.68	532.18	526.71	642.25	326.96	362.83	609.56	298.07	114.00	537.89	795.94	992.89	432.81	134.05	587.83	111.02	461.76	329.78	444.41	579.96	818.94	938.51	922.42	320.40	
683.57	485.92	605.29	569.64	299.96	865.95	996.73	945.65	398.12	523.44	587.89	724.09	885.26	197.46	22.16	998.27	734.35	817.09	991.15	167.16	950.14	578.99	277.19	411.90	907.77	720.60	990.86	726.71	659.11	913.28	47.11	342.68	399.20	651.40	911.33	698.16	517.35	908.05	643.81	914.47	431.49	231.70	638.56	316.75	428.16	659.72	315.02	162.52	476.81	306.17	328.68	426.95	884.16	604.87	837.85	791.92	325.46	828.72	518.63	983.57	742.00	564.74	326.25	141.19	216.14	237.58	838.35	732.49	145.63	482.16	
646.96	576.12	712.87	285.52	891.87	141.03	944.24	206.89	302.55	421.05	512.06	630.23	847.00	396.21	235.09	684.85	188.13	559.56	513.57	705.76	543.13	255.56	270.50	868.38	395.75	485.64	105.96	234.11	218.13	250.59	715.27	864.09	825.72	428.14	149.62	717.59	568.17	93.86	923.47	869.71	513.90	435.53	499.94	360.90	830.74	734.04	45.75	18.88	293.59	558.32	723.64	835.72	812.88	993.14	704.10	208.63	478.78	809.07	441.74	695.91	59.66	157.01	560.00	884.38	584.14	708.62	601.96	152.31	801.48	525.44	
22.03	315.38	959.97	520.97	675.28	790.71	255.00	720.03	808.58	547.60	278.35	532.22	383.32	91.23	525.36	87.42	298.87	4.14	895.49	739.61	699.05	954.15	895.61	259.05	838.53	479.76	966.67	440.49	631.07	768.15	964.92	652.09	83.53	924.89	173.06	757.81	715.60	427.07	477.84	524.18	973.66	755.19	56.40	356.98	845.42	580.77	443.41	144.29	583.91	338.90	882.89	282.96	293.05	778.51	541.01	131.58	258.26	507.68	571.06	888.33	275.83	535.99	540.42	358.36	460.88	712.49	116.17	176.47	139.55	593.01	
699.65	113.22	348.20	755.06	469.20	193.62	335.83	911.61	336.91	918.73	250.51	219.80	201.69	542.56	997.30	741.70	673.13	255.57	249.38	244.20	143.90	524.20	779.18	683.32	881.56	240.06	395.81	996.73	415.53	534.36	589.74	115.19	646.58	936.94	869.24	115.78	130.56	205.07	27.39	466.46	123.80	276.90	685.26	324.49	818.46	682.57	66.19	491.59	937.13	314.56	734.79	81.03	837.77	513.97	763.36	719.33	753.03	159.17	716.06	168.56	692.53	305.80	282.74	339.11	242.73	151.99	453.89	372.29	356.06	480.28	
837.75	478.86	756.18	523.01	802.35	574.64	205.57	867.54	66.23	142.71	182.10	800.01	222.74	19.86	313.98	985.10	738.19	67.01	144.26	454.25	234.57	835.79	759.05	516.31	174.90	1.78	667.30	627.79	373.07	23.36	108.07	210.82	501.22	863.25	732.83	303.56	437.89	937.40	171.10	503.11	80.11	352.20	303.13	301.85	371.06	616.11	286.95	109.26	682.11	430.21	562.51	915.68	266.01	321.56	431.99	439.91	322.34	99.29	67.70	694.41	121.64	174.77	904.23	621.86	38.02	637.06	924.42	474.91	574.46	95.52	
977.02	653.58	446.72	280.15	954.43	816.78	895.25	241.38	925.04	577.36	670.59	487.55	493.04	935.59	808.11	924.03	375.50	130.46	23.32	442.20	823.87	143.96	615.97	728.10	764.82	652.98	365.16	689.24	127.89	938.63	783.77	104.91	592.21	230.49	384.06	546.63	47.27	279.31	787.01	971.31	855.68	457.60	458.86	348.72	393.19	266.97	272.75	767.69	396.42	295.07	209.89	220.29	438.03	824.85	947.40	202.86	477.84	312.56	891.10	604.73	251.19	674.87	708.64	842.40	904.35	92.70	389.03	950.62	371.02	176.04	
921.93	226.69	632.64	380.79	574.41	25.83	646.76	846.16	792.52	43.18	141.24	2.41	262.47	578.27	826.27	209.87	780.13	304.11	521.43	671.23	907.84	771.62	346.10	616.48	614.02	250.45	708.19	3.05	201.07	79.20	178.09	123.01	304.90	809.73	502.79	878.31	834.56	149.55	724.47	627.08	191.73	864.71	628.49	453.21	442.98	454.75	662.08	223.11	757.86	183.51	893.34	665.70	954.13	239.43	282.18	568.15	488.88	989.36	570.20	688.96	68.57	747.28	810.96	372.46	557.01	313.76	250.77	391.56	462.31	974.25	
18.64	653.04	838.96	646.13	106.25	281.94	100.88	767.32	504.05	857.74	949.83	397.38	523.44	903.96	635.81	804.62	472.11	124.70	793.98	42.30	812.65	861.55	788.58	623.61	234.01	345.59	936.37	483.78	736.16	398.68	458.03	753.80	51.72	296.98	399.92	156.97	577.92	499.81	923.29	81.97	357.55	873.12	478.35	879.99	777.08	114.16	684.60	249.18	237.86	478.58	290.48	50.51	340.13	79.07	673.12	573.14	423.66	609.49	56.92	159.81	8.17	513.95	912.61	58.88	809.93	312.54	214.85	387.85	811.34	138.14	
468.81	168.89	11.26	946.16	48.88	787.33	60.32	732.49	36.52	297.18	211.07	326.00	346.69	550.20	404.07	19.81	123.34	826.73	628.30	179.26	985.54	635.46	692.20	898.16	693.35	502.13	210.69	907.20	888.98	22.03	45.34	357.79	189.93	55.59	303.96	237.81	841.93	363.28	969.30	877.45	659.46	180.37	203.45	6.15	729.57	606.52	24.96	851.91	433.25	652.26	31.16	418.79	287.72	722.37	316.95	980.07	224.50	526.64	887.27	113.48	547.67	931.60	470.27	736.60	986.20	773.23	973.41	828.12	136.51	942.71	
705.57	794.97	123.08	908.02	800.12	851.64	514.53	824.08	703.55	946.78	476.34	733.72	365.57	763.07	456.08	681.52	743.14	679.58	208.16	630.41	792.06	754.83	562.01	262.33	491.43	548.21	35.56	464.84	376.33	171.07	407.55	81.90	965.04	529.63	988.91	765.17	381.27	503.45	589.25	84.82	450.23	65.59	817.54	814.80	827.66	273.62	496.32	570.79	952.20	703.48	201.20	744.27	458.31	762.21	6.60	948.74	310.41	41.17	413.58	685.74	211.24	820.13	766.64	176.28	349.76	755.55	940.45	730.03	259.00	529.70	
813.85	708.23	594.29	631.39	523.03	421.94	904.01	19.36	991.73	856.22	721.84	192.93	600.49	180.15	954.14	606.09	128.89	264.55	646.25	541.47	949.29	856.49	361.61	715.93	32.77	710.37	471.48	972.22	440.40	729.48	501.92	254.25	437.71	96.20	884.64	959.74	517.14	788.66	978.10	508.88	644.87	699.94	700.81	245.36	879.09	654.95	850.45	7.98	918.50	496.70	548.45	867.80	353.19	909.06	583.73	384.96	619.42	55.21	357.18	59.82	783.69	858.10	313.07	221.40	953.30	197.71	181.15	470.45	985.37	159.25	
978.32	630.24	858.19	679.14	874.60	737.27	334.09	725.05	744.25	252.59	221.75	292.70	120.39	573.94	201.76	703.12	957.90	820.18	757.33	315.08	879.00	541.03	173.18	192.07	761.43	126.48	388.78	941.58	595.93	374.15	100.83	574.26	4.40	958.01	253.39	878.00	695.29	586.48	603.05	439.54	838.08	823.79	731.24	957.47	397.73	931.99	660.59	355.63	752.17	417.92	669.71	631.17	957.95	841.90	822.24	719.38	967.38	211.02	660.95	563.31	584.17	760.78	137.57	587.57	718.79	389.96	465.57	414.08	975.44	68.62	
852.62	813.52	891.41	583.85	770.99	289.15	515.85	431.57	643.78	268.02	848.50	313.49	898.18	806.44	155.39	720.42	525.82	122.77	930.44	186.77	685.09	514.62	946.55	821.66	102.19	665.34	211.62	566.76	79.42	187.06	634.38	931.04	999.58	525.79	514.89	770.56	813.94	30.74	202.14	457.72	297.75	50.63	770.21	195.93	856.08	924.60	915.36	381.90	47.37	845.80	567.67	731.46	360.41	514.22	553.11	461.60	179.57	763.73	28.36	257.99	949.79	661.73	189.03	949.37	187.53	702.92	719.93	1.47	732.65	921.06	
458.18	30.40	970.70	228.39	225.34	826.77	152.99	140.69	208.67	199.36	985.49	775.34	929.82	345.90	289.57	482.94	806.50	468.14	246.67	833.86	725.13	196.46	495.59	913.16	145.82	682.12	616.07	864.75	682.58	348.73	785.81	140.77	378.13	756.51	368.16	602.47	583.29	520.15	742.16	790.96	718.51	727.65	566.30	648.33	73.56	854.87	131.27	879.06	323.01	376.94	712.92	48.14	572.40	208.51	960.29	717.22	889.63	576.37	581.98	572.21	924.09	367.79	711.98	302.22	124.30	80.13	903.69	706.59	599.28	645.86	
497.54	317.79	373.51	63.85	965.12	446.07	917.72	96.40	325.13	240.72	472.34	38.04	287.86	44.74	245.55	248.15	760.96	135.18	823.52	342.94	706.39	747.61	709.73	418.36	49.83	833.03	497.50	952.52	539.62	96.77	598.38	37.16	413.56	970.89	100.01	378.69	416.96	17.72	474.08	741.09	257.44	945.42	778.13	544.30	989.16	23.68	791.45	750.12	157.85	614.97	93.06	863.24	362.58	801.79	281.60	411.41	634.82	778.10	363.93	174.44	873.87	961.31	210.60	287.44	932.21	309.60	665.13	349.17	326.32	139.21	
90.26	582.77	84.63	867.38	127.07	73.79	890.06	917.53	822.92	47.92	532.50	914.98	910.16	894.07	716.77	191.76	305.48	351.58	968.86	668.42	525.02	842.74	629.73	734.62	130.17	561.94	44.22	794.30	910.11	369.54	932.51	999.36	951.31	17.14	866.75	78.39	89.94	756.81	994.91	911.85	803.73	527.41	826.83	713.89	421.48	543.60	904.65	725.97	894.18	873.51	394.38	419.20	716.25	24.12	153.82	845.42	585.05	197.03	639.72	495.16	565.58	572.23	494.52	516.89	588.38	361.27	594.28	677.32	118.08	589.19	
589.17	920.80	116.60	416.00	634.69	537.08	958.60	539.34	263.05	852.78	412.85	656.43	271.97	129.10	679.55	424.79	973.52	264.60	620.83	613.24	758.76	186.40	185.48	253.28	702.30	772.86	613.55	296.57	450.17	730.63	884.76	39.34	651.43	1.36	454.34	286.12	537.44	412.94	824.45	799.49	265.71	237.30	455.93	536.69	365.40	135.48	960.48	338.92	399.08	581.30	951.17	157.84	766.71	136.64	410.12	469.00	908.50	23.67	764.58	358.67	753.30	649.34	397.02	404.73	649.70	850.36	689.84	187.15	263.30	514.30	
985.64	528.01	750.60	441.57	64.70	116.00	576.04	25.18	453.93	974.12	605.48	405.09	131.96	372.19	540.74	541.09	840.20	449.24	563.76	604.77	806.91	317.06	254.11	203.93	720.79	902.81	54.29	410.63	89.96	316.59	923.93	75.60	843.60	674.53	516.17	907.31	789.53	92.21	931.49	243.46	66.33	536.97	647.55	197.30	908.16	188.29	737.39	748.36	636.53	301.15	353.14	443.44	617.21	606.25	646.38	338.00	509.06	699.67	747.63	598.02	16.26	671.56	672.62	858.86	346.09	188.79	766.17	135.62	280.00	697.65	
378.08	345.33	234.62	25.64	541.63	142.79	212.93	279.01	890.15	848.46	579.16	243.29	291.90	196.37	848.53	937.28	533.36	357.60	636.95	280.99	954.62	652.21	951.55	627.25	511.07	297.64	815.03	277.24	432.26	95.03	973.89	809.34	439.36	208.52	833.97	979.99	350.30	46.90	259.00	240.45	894.36	837.16	482.74	186.27	33.53	331.27	123.55	565.89	687.87	759.49	845.88	642.50	411.70	797.43	269.74	921.77	95.07	84.77	199.01	526.32	178.81	172.90	335.66	617.17	380.42	169.64	597.16	729.72	215.54	855.16	
969.17	109.90	692.31	451.91	295.17	724.84	782.19	417.71	290.73	470.06	177.20	136.61	112.55	587.90	933.05	381.30	509.67	28.11	465.07	707.68	553.44	642.88	879.58	888.10	260.05	260.00	57.74	856.20	988.72	272.28	711.36	957.90	381.18	403.67	409.81	675.34	128.51	192.00	93.05	418.24	661.06	269.26	553.86	772.61	856.16	486.90	153.91	365.84	514.02	617.98	73.52	67.46	260.85	952.10	954.56	519.90	212.11	12.29	376.10	200.83	283.57	87.46	158.72	663.74	490.13	567.53	339.09	617.64	758.53	431.14	
35.89	419.59	699.40	588.75	192.20	555.56	75.65	345.11	920.39	588.67	962.09	992.91	655.13	222.94	945.02	609.68	741.84	157.12	620.97	117.94	356.95	903.54	204.40	514.67	567.29	693.53	82.21	905.37	311.17	839.74	336.51	346.06	259.33	35.91	933.81	450.53	590.47	9.46	794.64	510.86	597.13	756.73	503.77	252.25	978.67	448.79	860.94	720.51	604.91	481.91	837.45	960.86	385.45	41.85	475.53	951.74	734.38	556.74	857.11	45.55	396.48	193.62	390.62	654.81	228.53	324.42	105.33	818.00	332.88	898.97	
328.86	929.01	655.70	831.63	181.27	634.36	280.41	42.20	354.87	884.32	523.11	192.32	845.18	907.56	233.17	320.71	859.30	966.55	876.44	716.41	12.10	272.92	909.04	401.72	926.73	137.57	725.14	32.06	954.57	58.03	930.03	283.43	986.04	585.73	115.05	167.31	220.10	394.47	208.51	573.97	278.79	730.62	765.29	123.97	638.19	997.46	443.67	497.49	964.01	320.12	213.90	975.11	592.04	122.94	376.83	518.76	259.51	101.97	549.82	214.08	159.00	479.86	496.51	145.04	65.59	610.56	311.35	284.69	5.03	518.86	
