70
70
7
126     37
123     36
485    194
335    134
 31      3
175     17
212     42
499    249
 76     15
425    212
464    139
431    172
449    134
394    157
376    150
207     20
 84      8
405    202
372     74
 97     48
425    212
 33     16
469    187
240     48
213     85
480    144
499    249
 12      6
 12      3
102     30
304    152
370    185
436    218
 51     15
225    112
412    164
111     22
381    114
 71     28
220     88
381    114
 56     11
214     64
153     45
271     27
 94     37
255    127
163     16
 55     16
210     42
 53      5
 25      5
268     53
436     43
122     12
209     20
450     45
 94     28
 25      2
476     95
 88     17
 72     14
341    102
235     94
 35     14
262    104
162     81
 50     20
172     51
354    106
420.34	45.07	742.86	924.95	595.76	29.37	487.89	337.65	787.96	247.97	406.44	691.93	82.32	130.44	396.91	586.08	541.53	29.50	438.23	85.57	662.72	566.48	407.08	712.80	303.91	989.49	448.85	260.08	854.04	975.00	712.91	274.39	20.07	455.76	199.33	614.83	484.13	686.22	951.48	272.09	933.19	357.93	963.02	15.50	487.36	359.94	600.58	28.89	388.44	38.81	113.45	51.16	604.30	519.54	762.96	907.21	509.03	211.81	167.29	363.07	186.81	879.20	636.46	205.88	334.96	834.79	819.72	818.09	521.01	771.20	
90.18	454.19	129.12	53.21	468.70	615.49	412.14	69.28	643.38	799.58	107.09	755.83	849.74	710.39	275.37	612.70	617.60	783.40	823.51	783.89	146.47	10.33	663.08	781.92	215.21	997.04	616.71	34.93	815.13	137.72	805.13	904.32	590.92	933.25	956.52	59.61	548.74	368.66	127.90	192.12	168.24	233.99	946.95	17.98	943.38	222.32	629.67	560.97	5.72	453.19	344.86	151.19	462.51	7.94	932.11	676.72	4.98	548.82	710.65	819.12	685.55	515.78	723.43	276.46	449.03	679.96	335.08	996.77	48.62	461.97	
188.89	215.86	694.96	135.84	232.84	638.34	357.16	861.51	199.31	361.88	314.69	543.17	512.07	776.20	550.12	444.18	452.92	554.10	992.00	163.57	373.22	677.55	678.35	96.65	953.01	127.38	775.61	288.09	124.15	823.23	749.06	312.04	39.09	444.02	446.88	270.92	82.36	803.04	132.43	280.68	164.92	446.13	822.85	675.99	222.33	372.97	120.17	674.26	926.06	112.17	836.83	299.28	788.71	515.18	394.93	741.73	641.56	170.54	29.81	764.70	992.77	777.88	76.74	31.86	221.90	522.61	301.78	303.26	325.65	433.21	
582.94	489.57	878.34	405.79	165.56	100.67	777.75	284.73	773.93	703.82	395.89	610.76	3.10	184.61	125.94	397.03	925.33	766.50	566.58	954.15	531.20	559.35	732.02	606.94	590.20	952.92	129.55	890.98	256.19	454.20	324.20	838.12	942.78	202.54	243.91	108.34	302.21	21.66	392.07	76.15	724.48	786.96	685.91	726.58	970.57	810.85	123.62	895.90	577.35	689.19	850.05	108.55	248.54	582.07	714.49	837.74	534.99	843.04	728.72	790.18	297.24	52.92	628.30	240.02	254.46	871.21	347.36	555.67	891.87	738.43	
630.82	616.36	525.39	316.73	342.94	495.96	127.58	465.55	391.86	703.93	154.74	241.91	811.49	402.28	822.98	525.98	240.02	357.97	369.02	967.75	148.15	665.26	20.67	775.45	904.28	274.13	646.66	251.65	828.80	538.54	989.08	459.62	154.89	514.47	775.35	496.83	10.44	901.94	961.38	401.30	605.87	116.13	642.21	417.36	517.41	465.19	942.33	756.43	822.16	311.35	724.18	969.31	975.61	743.85	744.76	879.90	17.98	391.43	131.55	845.78	928.97	120.63	305.40	83.86	634.10	80.75	579.69	643.54	981.69	541.07	
44.84	587.56	656.20	686.05	4.92	173.61	151.24	946.25	929.04	972.40	257.61	653.22	941.71	233.22	397.07	686.48	113.12	414.04	77.91	243.67	259.82	6.87	363.29	564.23	89.73	996.39	643.98	668.42	639.93	625.67	209.49	683.77	213.23	864.69	369.81	217.15	38.30	520.05	163.40	966.34	492.45	420.01	619.56	434.16	652.23	16.62	120.64	764.35	429.67	197.55	8.01	688.49	203.42	370.30	252.72	292.15	366.70	895.70	959.57	6.63	521.37	169.06	689.39	733.60	33.75	59.21	949.75	71.05	578.25	113.15	
37.38	70.70	532.16	655.94	503.87	184.39	671.56	623.51	947.74	101.23	820.06	954.75	788.72	23.48	325.06	41.44	314.63	690.75	936.14	274.20	696.38	457.50	442.26	385.78	191.10	475.01	443.98	140.85	545.06	22.23	253.01	581.44	91.94	784.17	237.38	594.80	967.57	907.94	218.31	915.30	9.17	38.37	870.06	796.89	60.84	195.11	837.33	374.47	884.87	773.47	647.67	581.25	230.97	89.93	966.03	421.08	563.94	410.01	560.93	109.00	431.24	812.94	689.44	522.18	597.11	925.82	116.98	564.68	833.76	334.29	
479.98	841.93	371.66	350.04	638.82	431.50	544.15	476.15	804.97	429.02	249.62	452.64	10.27	479.59	541.58	975.29	899.66	105.52	385.30	460.59	213.52	815.54	273.53	901.96	337.71	869.65	827.78	453.69	434.32	661.54	786.98	913.30	503.48	158.64	263.34	142.30	589.14	806.49	617.45	394.11	235.51	866.07	845.75	244.77	345.66	387.33	220.06	245.32	491.85	604.36	704.92	704.37	419.90	977.45	606.33	756.61	847.10	434.12	210.31	281.42	95.66	996.29	194.72	598.14	154.93	457.06	739.43	743.06	263.56	356.88	
137.17	498.06	222.95	981.92	741.84	567.61	369.25	960.90	811.93	860.10	565.26	516.85	564.47	984.16	494.30	170.80	740.77	341.39	603.92	950.07	621.81	698.58	946.36	815.54	296.71	101.29	272.60	36.15	843.35	535.16	392.03	979.52	33.22	613.98	961.45	774.05	181.59	330.70	734.95	992.52	190.80	300.21	509.37	754.27	284.37	3.66	924.07	25.13	344.06	527.98	974.20	964.87	226.56	920.56	780.41	522.27	21.85	53.01	557.42	864.20	587.16	948.45	843.73	619.38	562.43	805.18	393.44	743.02	135.88	128.39	
735.54	325.68	427.60	244.91	79.94	710.97	247.57	4.01	735.10	590.63	530.99	709.30	555.50	756.55	629.87	335.91	278.83	650.72	387.92	835.25	514.92	974.08	783.70	358.65	593.47	346.13	163.83	985.90	89.15	298.71	114.29	823.69	623.38	540.89	68.59	702.33	251.86	315.16	705.34	985.96	904.79	236.33	695.27	460.30	991.89	325.13	795.20	270.72	974.86	183.12	105.96	489.78	157.20	888.66	847.43	749.67	234.79	11.26	735.57	322.94	308.97	848.87	146.63	931.35	389.76	214.23	633.67	640.62	528.39	339.01	
626.58	433.19	574.34	321.85	892.48	566.23	645.98	687.69	835.95	620.84	869.81	940.91	110.62	27.01	829.57	957.05	775.68	64.37	967.31	511.26	386.31	276.27	360.12	531.94	207.62	748.88	745.17	840.30	389.50	273.56	179.31	16.08	705.75	752.65	336.93	598.23	318.88	981.91	285.91	154.83	602.75	155.72	95.74	712.36	181.73	924.31	669.41	956.42	987.68	636.72	467.67	373.99	911.99	826.79	904.93	119.61	575.67	650.10	958.91	964.17	922.66	138.22	979.25	628.41	889.87	316.18	226.64	208.76	298.09	511.55	
362.59	899.83	666.27	457.33	612.20	847.01	381.64	281.60	803.42	369.32	917.32	271.10	742.32	829.31	97.89	647.25	947.93	672.56	297.35	906.84	636.73	220.01	45.06	615.99	847.42	933.93	931.17	74.06	142.69	229.25	584.61	504.28	129.09	250.88	960.61	740.28	97.89	342.25	21.89	900.31	710.58	938.21	171.41	452.89	767.52	268.29	100.14	715.45	939.86	396.49	622.29	576.59	615.50	666.35	192.57	462.92	600.28	123.74	535.98	741.97	351.99	120.59	246.25	480.08	370.47	206.85	220.36	467.36	548.10	241.25	
367.67	258.68	179.46	538.08	710.57	945.99	805.37	809.71	661.44	745.23	206.20	283.73	321.82	820.70	949.08	513.39	283.63	549.36	636.13	818.61	291.33	987.12	938.20	536.57	467.20	308.68	742.42	686.57	775.04	290.53	926.82	142.71	548.21	106.28	679.78	258.78	52.27	485.16	68.49	712.70	230.38	273.69	995.43	551.20	94.39	944.51	64.59	377.02	493.87	699.71	195.63	784.20	686.84	133.84	320.77	154.04	441.52	63.19	839.60	216.55	352.72	766.42	358.26	899.93	871.70	38.05	158.71	922.97	522.20	226.20	
635.67	751.58	498.89	631.11	302.78	592.28	575.62	366.37	968.31	69.49	66.08	163.94	852.68	751.92	296.78	173.45	904.96	737.29	235.64	744.56	952.84	587.37	510.98	311.10	487.30	382.68	348.15	645.00	305.65	869.35	870.20	940.33	620.94	369.09	571.44	922.72	960.38	147.05	289.09	928.68	215.54	354.17	92.62	68.23	106.09	388.39	240.68	11.05	125.69	475.32	754.61	78.53	62.69	265.59	388.63	548.98	647.27	735.78	193.99	951.93	605.14	64.19	892.25	226.07	432.28	463.69	148.79	392.66	609.74	436.87	
321.34	824.29	790.04	412.96	891.51	895.13	800.35	132.19	905.18	925.04	606.51	659.79	3.56	668.20	924.37	391.20	217.18	571.65	126.98	410.17	523.57	731.12	473.36	415.82	956.19	904.64	878.51	104.98	297.30	488.26	540.85	617.64	312.54	330.90	30.59	204.06	226.03	829.95	335.25	131.21	754.98	940.76	790.00	757.55	608.96	714.37	148.74	825.14	286.02	274.73	235.31	808.59	5.85	707.67	224.41	961.03	612.32	102.93	66.01	908.62	590.18	605.87	526.25	901.73	935.76	555.85	105.78	161.79	385.79	440.03	
292.01	140.78	380.79	82.00	897.32	988.75	795.37	46.07	813.89	81.39	319.79	49.21	888.98	324.64	755.88	113.39	285.67	368.20	215.31	350.69	276.81	804.50	955.55	802.07	706.22	891.32	357.92	811.01	53.11	742.71	251.04	344.12	882.48	630.83	425.12	779.81	619.58	220.49	824.87	433.47	300.88	144.67	481.68	189.86	468.30	237.56	302.25	752.98	604.75	516.56	103.66	880.57	321.06	59.22	682.63	27.28	949.53	40.55	837.29	2.64	782.26	88.33	345.76	664.74	718.15	769.88	444.55	337.73	989.37	269.42	
770.20	290.25	413.08	251.88	479.11	880.39	488.43	780.36	633.37	93.19	296.92	736.03	972.75	616.97	794.25	655.39	643.25	743.78	694.93	480.54	745.42	477.19	567.86	91.18	141.93	286.02	860.06	585.48	622.75	849.43	853.90	392.95	139.68	266.98	643.83	617.79	147.37	132.26	398.15	779.74	224.45	694.07	515.77	197.20	311.04	310.01	851.58	953.29	53.79	546.52	433.83	798.21	23.71	1.69	888.39	164.64	286.71	748.45	749.12	908.46	597.87	603.01	301.41	736.56	869.00	944.24	354.35	16.37	76.50	751.50	
795.10	299.94	445.57	310.87	496.14	755.61	619.89	347.72	708.90	672.68	893.24	142.72	470.89	915.95	143.42	359.28	80.58	429.13	107.73	828.70	337.59	704.60	431.72	638.00	441.16	300.71	582.23	794.51	316.08	657.73	546.01	111.18	956.67	990.58	421.06	452.81	746.18	40.94	799.54	455.08	712.62	692.77	596.80	183.51	608.72	739.22	541.79	688.30	168.34	648.52	517.01	504.93	353.12	947.72	142.92	793.28	248.43	724.15	587.79	563.51	381.88	133.80	673.70	338.56	124.38	94.75	790.37	869.56	134.69	589.90	
324.64	846.31	282.68	920.44	29.83	890.40	659.66	570.62	578.70	827.00	219.14	95.71	331.93	571.26	43.43	473.85	364.55	290.87	198.01	951.34	853.38	578.89	85.14	527.08	916.45	208.52	620.83	706.82	78.08	754.52	296.72	401.72	600.84	578.40	322.17	629.66	468.80	980.83	200.28	47.50	807.83	418.42	142.21	139.76	988.69	184.64	612.61	353.23	474.51	809.62	304.58	327.89	388.51	388.72	853.96	304.96	596.24	474.79	11.77	673.32	229.31	307.49	75.05	829.15	884.89	396.21	458.81	353.69	377.04	658.09	
400.19	184.87	76.51	541.40	323.63	65.20	725.04	935.24	417.43	199.55	744.86	721.00	526.43	133.36	109.72	380.39	437.32	704.96	854.18	448.10	378.28	83.50	754.59	452.33	911.64	639.48	847.55	370.45	992.17	224.59	28.54	392.36	408.45	104.05	932.76	731.08	168.25	657.80	666.32	584.68	856.35	411.17	305.68	382.78	543.54	414.40	762.18	979.86	119.36	616.36	427.96	496.65	698.86	182.55	947.98	610.50	821.03	795.53	979.95	813.19	20.11	8.49	205.55	427.57	111.55	138.31	158.65	278.79	795.11	823.97	
862.47	651.46	235.14	168.15	34.24	777.68	581.55	795.42	757.54	699.92	411.78	185.50	196.57	110.64	367.04	144.55	720.14	188.07	939.07	700.09	1.26	958.18	707.58	205.82	385.75	818.13	343.13	543.40	96.92	138.24	367.36	958.40	788.70	601.51	126.55	821.94	379.19	707.10	617.35	136.73	407.02	29.13	321.23	602.59	138.77	687.27	746.13	857.91	874.34	685.21	557.99	874.60	643.39	265.58	80.42	29.14	83.71	422.55	571.54	179.63	559.78	937.91	138.03	348.48	539.41	263.57	170.42	917.60	969.67	786.77	
54.33	376.69	814.90	374.55	978.28	952.67	61.82	724.41	810.58	935.16	409.62	368.57	809.76	53.01	633.15	889.18	81.15	715.86	311.73	651.69	894.49	870.51	589.60	32.51	218.99	129.01	295.09	388.41	46.61	264.76	175.18	99.93	640.45	989.08	473.48	618.73	941.76	534.31	343.14	752.34	469.47	751.76	120.91	279.23	803.77	753.06	168.42	883.92	468.92	479.15	535.62	363.40	349.66	125.22	394.92	567.65	253.22	689.00	955.06	298.83	952.76	130.24	397.76	593.21	119.32	870.25	211.95	61.08	404.55	554.09	
812.41	873.02	305.85	932.32	152.25	109.63	685.38	319.66	992.55	154.30	797.81	528.17	516.70	147.47	652.38	910.61	714.12	904.61	599.62	669.18	203.44	552.38	798.42	600.20	145.59	916.74	470.45	356.54	976.81	874.00	909.63	789.23	747.02	215.48	721.55	898.27	324.11	406.93	217.93	316.66	560.22	15.74	843.83	76.92	162.21	496.22	986.54	875.33	400.83	586.15	544.52	603.27	138.53	342.94	203.47	283.12	259.68	672.92	638.66	236.49	546.92	548.29	25.72	293.93	762.77	746.26	192.20	86.88	153.19	409.13	
