70
70
42
164     65
343    102
422    126
187     74
157     62
111     55
370    185
203     60
146     58
192     38
393    196
157     47
339    169
121     24
478    143
295    118
 49     24
251    125
388    116
 51      5
216     64
364     72
388     38
115     11
284    142
145     43
330    165
201     60
273     27
380    190
190     19
487     97
129     38
295     59
271     81
 50     15
 93     37
 63     31
183     73
110     44
283     56
450     90
248     99
483     48
452     90
473    189
248    124
467    233
408    122
479     95
203     20
156     62
250    100
363    145
 88     17
100     40
419     41
185     92
189     18
389    194
241     72
379    189
425    170
451     45
212    106
117     23
168     33
404     40
183     18
437    131
169.01	470.91	715.74	361.96	392.34	272.82	198.29	89.60	9.00	918.62	236.24	177.25	340.20	376.53	129.47	719.05	740.95	60.66	695.57	678.69	785.95	884.33	703.36	443.18	110.33	639.04	576.65	734.92	521.02	727.63	976.86	689.03	198.55	692.60	50.98	589.89	964.42	248.27	678.49	972.42	166.90	913.72	149.67	506.09	290.26	278.14	225.14	31.21	337.80	919.71	708.90	123.75	804.04	412.25	565.93	913.37	51.29	142.58	648.29	571.31	869.21	625.15	260.34	67.76	317.75	310.32	656.65	282.17	557.59	335.13	
254.59	723.49	248.86	403.25	229.58	538.12	680.40	453.73	568.32	18.20	373.43	277.22	140.95	177.47	688.47	705.88	90.84	738.76	847.46	738.13	310.08	716.67	363.29	569.41	783.43	680.04	878.74	440.08	961.21	436.33	774.21	215.80	159.82	23.07	618.05	388.40	560.19	298.45	841.13	128.51	315.65	214.56	404.73	455.60	391.03	93.21	161.48	480.88	830.97	8.94	219.01	141.05	724.62	581.30	709.46	508.05	261.34	588.20	947.13	222.55	24.53	721.34	437.34	183.34	743.42	55.40	570.74	303.61	352.84	411.87	
431.12	667.49	625.43	834.85	123.09	16.46	927.06	283.57	496.34	758.03	291.51	714.36	898.08	16.12	295.65	607.55	523.17	555.99	195.75	470.30	777.54	219.27	191.64	214.88	401.62	934.06	269.28	971.36	237.67	621.13	383.23	667.78	288.62	8.66	502.64	410.71	24.13	429.70	693.27	519.47	187.74	983.78	233.82	85.82	998.90	528.48	692.36	522.08	84.47	887.11	991.38	861.01	106.38	183.02	75.90	507.00	117.08	344.18	478.36	353.74	964.30	860.59	21.53	252.92	868.26	523.17	662.63	891.38	951.87	355.90	
410.85	139.60	339.68	643.68	224.42	338.59	172.15	915.79	859.66	255.63	802.90	851.04	116.64	908.28	34.06	191.53	415.28	150.14	534.71	892.64	502.88	499.01	753.23	523.41	750.94	621.49	46.58	413.56	512.87	997.45	768.46	922.73	137.05	108.15	566.40	360.47	445.73	737.56	276.26	305.40	992.18	79.16	156.44	108.82	986.44	189.49	299.35	401.71	338.63	833.06	294.35	840.51	332.08	47.59	363.92	83.01	668.08	409.50	495.58	180.95	406.95	264.04	103.68	543.00	371.19	669.08	902.47	815.92	406.63	178.73	
121.32	398.82	256.89	276.75	506.64	243.33	465.25	804.99	644.04	802.88	638.05	937.39	643.39	969.13	983.98	7.31	52.15	652.05	415.81	546.72	832.01	821.76	809.76	934.68	364.76	180.95	603.76	267.23	995.87	10.39	444.97	117.19	408.21	700.86	392.95	913.85	943.18	857.19	718.84	587.22	660.07	356.89	524.62	303.46	326.03	508.59	309.78	377.17	160.65	724.59	922.90	991.65	546.35	732.66	926.34	910.11	912.61	530.09	177.35	908.48	539.49	621.31	25.67	946.70	322.17	417.62	860.55	265.36	274.81	579.39	
851.58	933.89	935.28	376.20	237.35	261.31	883.79	546.13	637.48	44.44	270.72	560.38	36.09	816.07	293.04	961.43	726.18	205.65	491.52	902.52	114.13	31.01	523.84	138.81	976.71	845.01	555.43	837.26	110.37	829.24	416.65	960.95	763.13	351.93	337.15	999.48	612.24	220.94	545.61	249.72	264.38	815.32	809.10	299.47	631.39	102.14	260.90	357.57	306.79	751.42	260.09	419.93	781.44	782.92	557.73	758.15	627.93	113.16	595.41	737.30	941.40	12.05	698.25	704.53	362.98	35.40	704.01	974.22	255.33	249.62	
223.95	518.71	64.94	33.05	817.18	695.33	134.20	78.09	52.90	439.99	828.51	311.98	858.91	609.95	94.91	416.65	368.09	721.84	528.81	962.50	459.14	470.21	973.55	157.39	174.74	336.53	191.79	877.76	310.76	446.12	127.38	533.70	963.84	191.32	565.75	781.02	885.65	698.95	858.11	937.55	138.94	686.62	249.53	996.85	296.56	343.44	413.50	663.66	65.28	941.31	626.15	523.42	411.52	599.70	679.82	585.26	935.24	870.61	463.02	245.99	316.73	589.40	778.70	280.57	779.72	344.45	61.59	665.37	43.40	918.69	
602.91	181.34	605.31	851.44	178.19	900.87	194.88	590.69	564.53	259.16	532.00	190.68	781.58	942.52	789.38	461.40	527.78	724.62	332.00	989.80	969.61	647.73	579.19	748.31	927.30	358.91	92.76	987.89	24.28	135.16	906.58	626.19	315.50	511.88	477.64	492.69	412.75	671.51	83.38	976.28	929.67	614.38	166.96	711.25	556.89	955.34	172.65	84.67	679.96	503.66	74.47	649.57	151.39	652.66	397.88	78.69	11.58	489.64	66.58	34.86	623.80	972.15	660.05	938.30	484.04	137.69	430.99	895.79	808.20	513.37	
872.07	737.87	127.74	39.02	449.13	683.64	993.37	620.78	767.31	673.33	124.43	840.77	322.90	274.82	493.44	719.78	352.51	504.01	209.43	418.09	537.87	832.23	390.24	197.92	770.52	873.28	334.60	201.51	769.07	142.81	713.88	641.13	879.68	840.62	679.16	328.80	524.25	672.52	948.58	291.56	345.85	73.01	132.33	667.75	346.83	624.77	387.54	698.34	128.78	595.96	116.43	665.65	428.19	505.67	862.57	198.71	378.95	197.18	399.22	148.02	338.98	113.10	788.15	218.66	952.72	467.31	546.46	476.97	139.83	495.04	
767.53	484.68	567.05	898.87	152.43	912.88	523.64	538.97	611.23	651.42	134.94	726.66	317.07	562.13	232.34	179.65	759.84	610.29	375.82	159.06	757.30	713.80	271.16	545.45	931.46	223.88	12.76	477.92	699.85	151.59	971.96	467.38	635.27	539.01	366.24	786.70	451.90	888.88	325.68	63.13	540.30	459.61	788.79	856.37	21.74	21.13	36.02	780.58	630.42	410.84	938.64	387.72	124.64	209.80	932.17	56.10	432.67	943.93	533.02	132.52	95.52	504.99	598.90	729.79	44.00	964.14	516.50	494.90	853.02	841.17	
557.03	393.32	300.78	345.82	249.69	321.52	365.95	284.71	102.10	995.36	694.55	40.74	383.08	818.20	249.54	315.25	873.30	681.21	259.19	406.32	812.73	353.71	910.31	411.63	83.50	953.31	375.77	599.00	448.21	228.78	440.17	5.24	621.10	739.95	350.06	869.80	61.48	715.00	154.51	162.58	710.37	848.06	202.31	93.45	666.26	450.85	407.70	539.56	132.06	665.89	944.88	943.79	19.60	855.19	355.42	102.10	808.50	730.19	700.10	256.71	957.97	140.27	260.95	579.07	879.22	610.01	448.87	939.70	325.01	602.38	
102.27	35.38	450.44	303.59	127.83	116.70	753.44	534.53	655.25	884.50	200.42	600.13	828.30	219.02	455.32	183.72	320.12	263.82	912.91	20.22	519.53	870.88	159.49	779.48	449.95	38.71	389.49	897.82	977.40	713.50	500.19	79.67	747.88	949.63	382.26	874.71	66.32	135.70	409.25	720.58	20.20	608.67	320.71	847.50	826.70	775.03	31.21	146.82	38.85	943.12	166.04	557.39	814.00	324.53	336.87	263.94	362.24	725.36	161.76	339.64	438.87	660.95	418.31	186.75	610.58	799.57	61.47	675.90	934.27	469.72	
396.48	953.47	78.39	716.19	800.96	904.09	491.22	831.18	50.91	529.07	774.30	215.95	86.46	588.29	539.48	422.33	851.24	900.71	147.70	13.00	240.35	585.57	672.95	657.66	771.32	283.53	457.23	831.79	958.43	391.50	301.51	354.91	344.97	378.89	71.10	145.94	282.98	561.32	976.11	332.89	90.39	750.41	547.83	175.85	338.70	87.31	597.18	189.94	987.02	743.88	201.94	227.37	329.45	873.88	884.03	100.77	157.41	341.26	931.56	115.84	731.76	233.07	469.75	76.74	610.96	539.85	221.67	892.94	101.16	197.79	
225.82	190.55	947.20	772.66	365.40	285.90	858.97	961.59	474.84	845.99	705.47	675.78	73.35	34.92	549.66	956.39	134.69	706.07	297.65	66.25	820.91	29.41	298.32	290.66	105.15	908.28	829.50	325.82	801.22	929.66	522.61	27.04	120.21	469.81	798.70	484.62	754.71	657.66	446.20	229.55	503.65	151.67	904.33	576.00	185.59	454.00	532.39	319.28	160.07	829.04	384.53	979.97	857.45	681.84	270.63	961.60	590.12	100.13	287.42	391.33	29.79	809.03	417.37	149.00	278.83	216.07	632.62	33.54	872.73	78.82	
262.10	376.38	229.49	166.43	951.38	414.08	619.43	483.77	732.35	778.49	312.81	116.88	758.47	170.26	797.72	29.09	131.85	387.84	128.22	418.27	778.17	157.01	227.30	195.54	305.02	505.14	410.61	936.64	537.68	283.35	15.46	798.78	658.72	243.95	964.21	610.11	657.03	583.64	93.88	389.38	362.13	405.68	505.26	120.60	574.94	302.98	148.69	705.79	689.82	275.91	124.06	468.00	431.93	350.36	662.54	735.95	854.50	73.15	672.58	392.18	355.50	687.04	190.96	14.22	929.99	155.17	623.33	587.02	737.80	716.21	
975.40	99.93	121.89	480.66	219.53	695.82	782.64	367.22	401.62	472.47	642.13	524.68	939.46	74.06	874.04	602.00	809.01	728.54	674.16	481.59	120.72	29.66	168.64	310.68	42.88	98.63	464.85	665.21	684.65	202.65	381.42	660.05	301.58	502.30	140.71	520.11	198.13	922.35	886.33	598.74	394.82	528.47	123.42	334.28	601.53	996.46	935.29	410.54	725.01	609.45	891.14	844.73	638.11	59.77	155.41	679.99	157.40	619.25	345.20	841.05	820.90	725.61	501.10	122.49	227.92	640.80	641.60	425.04	563.15	527.93	
23.79	956.97	56.40	146.21	291.26	656.93	142.67	226.55	67.47	866.68	835.00	957.61	711.41	473.10	17.38	865.82	153.09	173.79	485.07	497.28	14.83	305.97	222.90	514.93	427.46	449.81	155.73	69.06	873.85	717.89	595.99	896.64	674.86	651.39	42.85	965.12	308.33	184.52	191.67	374.80	51.20	26.66	332.41	761.60	498.76	348.79	627.42	650.85	521.58	112.49	148.13	535.41	417.46	370.03	50.34	843.92	818.84	205.07	911.98	692.70	921.96	507.97	589.33	596.82	159.37	631.18	561.94	466.69	814.70	752.61	
840.49	864.90	778.27	172.90	626.50	277.03	520.70	253.92	926.88	42.28	365.41	75.02	576.69	781.87	444.05	626.03	625.80	262.89	830.11	537.78	954.58	752.07	45.75	543.92	348.89	204.11	175.10	909.83	669.81	988.80	662.43	510.30	853.69	440.70	682.20	480.19	716.74	202.90	733.11	643.62	244.18	98.53	717.64	819.87	879.40	161.68	445.90	505.20	423.57	276.00	42.98	378.16	28.07	87.72	921.08	375.96	290.84	96.17	285.79	959.64	84.97	947.22	469.94	937.67	387.93	152.15	417.86	104.66	354.05	150.97	
747.28	597.22	248.50	464.92	417.09	127.90	625.60	861.99	632.10	49.18	137.99	674.08	426.33	165.06	760.80	347.41	540.02	51.64	442.58	824.81	11.28	526.55	772.03	480.23	464.22	159.95	631.38	881.08	263.61	984.42	32.06	10.90	581.65	279.56	474.82	997.73	406.46	100.42	859.72	38.56	148.59	996.71	711.64	573.92	161.77	472.44	920.33	700.79	523.08	362.91	525.60	533.36	888.47	297.62	13.59	352.69	456.58	643.96	233.77	719.19	628.39	264.82	729.09	210.03	543.38	203.90	207.77	948.84	303.32	67.49	
986.40	450.91	64.20	698.04	24.84	224.97	170.47	944.17	924.76	692.55	307.08	450.35	225.91	195.55	746.98	238.50	547.24	203.55	881.46	780.00	921.74	509.85	44.83	650.83	718.88	587.20	853.73	925.64	536.04	157.05	992.13	522.44	606.97	56.32	220.48	630.81	280.29	389.95	574.98	205.05	82.50	881.06	654.40	307.41	76.61	401.38	544.91	622.85	603.93	426.37	402.85	525.67	935.22	446.68	176.50	654.10	33.88	30.24	579.74	568.92	186.29	571.87	91.36	792.26	627.20	310.84	423.07	906.49	699.79	997.04	
111.54	781.29	878.11	764.94	88.70	953.72	166.31	632.61	576.56	769.24	58.98	978.41	294.91	993.20	425.09	470.42	647.30	457.97	499.65	227.04	26.89	684.94	797.91	117.26	477.20	425.11	427.10	899.27	331.60	126.89	896.31	442.13	907.18	774.42	207.07	994.88	728.13	372.38	627.49	304.69	141.63	685.48	283.11	435.54	678.68	707.20	904.96	325.98	165.17	404.61	552.02	191.06	89.55	349.93	307.31	565.75	774.04	733.41	465.02	105.64	859.30	361.33	546.77	766.48	135.75	752.85	761.36	862.88	125.23	388.85	
167.57	265.86	74.33	449.68	700.40	752.01	156.88	605.36	77.98	321.04	9.97	629.00	511.10	98.52	977.94	817.41	663.28	751.98	550.82	128.30	856.62	410.12	488.63	403.39	176.59	623.38	156.24	936.95	486.25	280.47	325.81	652.83	545.32	399.14	102.51	245.72	151.14	258.39	850.08	228.13	578.43	859.05	856.13	89.53	956.57	834.07	905.94	619.85	586.05	456.76	747.14	442.67	865.87	235.77	845.06	42.46	858.15	1.30	978.42	344.40	280.77	304.23	996.23	825.09	702.36	98.74	70.82	852.51	356.12	919.89	
80.64	933.55	778.94	935.77	23.07	735.51	769.84	928.01	355.36	355.88	384.77	102.50	797.55	250.64	337.27	642.61	292.10	195.42	642.91	270.52	538.82	922.68	573.75	535.04	747.77	276.11	632.78	817.59	128.62	987.90	737.48	208.25	921.45	516.43	144.02	943.52	251.94	912.86	871.53	606.30	268.74	256.30	707.80	66.29	505.94	45.07	707.90	797.04	239.48	350.81	67.56	777.30	273.49	640.31	312.34	21.26	915.41	944.12	837.85	44.03	932.02	575.33	251.28	853.47	91.76	394.30	796.99	342.69	307.16	668.53	
947.99	574.90	923.83	655.79	640.18	429.76	699.85	348.08	226.80	938.34	697.89	293.36	715.64	970.37	932.67	27.98	990.63	848.08	971.11	828.48	891.11	903.13	403.81	142.39	756.60	494.56	535.69	553.59	836.26	841.85	222.12	784.25	416.74	145.94	440.03	56.93	574.70	139.89	404.01	800.51	78.22	101.89	93.87	792.86	72.27	26.54	819.84	62.90	873.62	790.95	890.37	764.73	694.08	294.18	906.12	450.68	787.75	441.81	4.27	624.01	283.66	225.38	408.26	699.40	370.32	847.29	755.33	944.02	986.18	159.33	
744.53	64.40	260.23	837.40	856.27	331.50	862.94	676.11	393.39	736.56	467.06	283.77	501.29	161.14	576.95	407.40	610.81	364.70	848.21	614.08	987.70	131.87	838.46	395.96	830.27	208.78	243.25	585.60	152.80	229.43	743.93	896.34	292.83	4.16	733.74	149.10	334.65	596.67	824.21	727.05	333.23	291.26	10.81	833.52	451.40	586.76	240.92	62.21	950.46	89.13	675.29	938.16	220.00	513.75	334.12	50.27	721.53	576.37	634.86	873.33	804.80	378.79	769.67	97.63	381.95	503.40	245.73	715.61	100.08	69.93	
442.65	432.31	360.20	452.47	265.83	810.60	39.23	505.75	871.81	988.69	593.88	547.11	926.85	812.88	60.85	260.98	862.14	781.38	836.35	497.01	654.72	641.15	874.80	424.38	737.79	256.75	926.79	982.51	971.36	26.86	52.45	414.01	458.17	411.65	865.48	723.00	222.25	903.71	228.75	94.06	892.40	821.62	640.17	819.25	634.50	700.03	80.23	496.65	481.41	915.58	992.65	136.12	556.73	867.45	559.51	294.52	124.20	486.29	277.03	95.56	512.16	328.48	508.56	969.33	739.13	374.04	692.33	960.38	277.75	920.08	
54.45	170.15	741.70	693.62	988.40	376.20	393.64	68.63	871.85	874.05	983.21	864.50	10.18	539.94	731.95	568.68	833.46	855.15	54.97	110.49	949.70	566.13	437.98	458.27	535.46	177.11	831.31	227.79	137.49	109.06	147.87	190.94	278.21	888.57	883.55	266.61	264.78	277.20	334.24	136.63	151.25	317.45	1.13	160.42	856.39	732.08	728.11	689.85	587.23	782.08	799.35	536.93	348.21	237.33	994.20	882.67	413.43	825.51	110.46	549.92	933.57	257.33	739.86	211.78	145.91	623.42	477.38	409.68	899.61	810.62	
545.31	50.86	128.07	545.44	210.28	983.46	277.51	937.39	673.31	863.74	719.47	472.66	400.67	67.68	708.99	394.87	949.36	122.42	220.37	59.82	671.35	153.94	316.15	411.21	364.72	461.06	34.62	841.10	869.74	933.23	651.72	415.05	983.10	778.79	959.48	193.38	762.25	237.00	130.77	435.56	100.73	849.24	907.22	500.40	915.92	616.21	894.27	865.28	737.63	114.64	924.10	408.97	267.58	240.25	819.18	631.30	700.31	852.80	472.40	570.05	786.04	124.12	984.10	769.13	901.91	943.59	961.51	664.15	180.58	92.28	
99.71	280.32	940.52	6.93	779.72	856.45	622.14	673.99	721.73	359.77	787.63	645.83	767.74	55.21	885.08	586.93	685.51	585.39	439.73	157.91	155.45	225.76	281.02	139.55	993.90	182.93	83.14	955.41	846.09	262.72	47.69	944.80	542.04	987.21	950.74	321.76	843.66	572.88	994.75	565.39	931.65	782.37	211.22	699.39	836.58	96.30	286.32	522.09	680.69	725.05	678.99	835.14	949.81	959.02	973.69	943.71	141.95	56.83	899.12	987.03	318.55	945.81	931.84	859.59	933.02	882.57	181.35	776.68	455.45	176.10	
342.07	387.10	957.47	552.29	86.49	794.05	647.59	371.81	316.14	328.27	96.86	994.13	163.41	46.67	953.14	137.10	989.38	95.09	192.92	888.49	82.12	510.47	834.30	13.96	370.06	767.32	895.53	550.41	544.00	350.98	725.51	885.07	737.08	682.98	437.36	822.57	477.03	84.95	194.38	792.17	412.22	290.24	786.30	574.63	335.91	739.44	710.73	325.28	833.53	902.65	213.77	914.65	413.13	48.07	927.61	782.19	814.39	823.14	332.60	358.39	174.12	58.11	243.46	910.20	740.09	679.82	732.77	217.13	763.77	926.15	
9.30	175.99	216.39	794.59	749.63	551.29	534.03	460.36	875.57	367.56	363.01	89.35	282.21	775.14	136.42	209.83	557.32	949.81	32.97	888.92	308.20	206.10	946.03	550.67	116.30	686.13	230.49	848.06	902.26	993.26	774.21	910.55	169.25	989.60	705.15	917.88	540.89	239.18	378.24	416.47	605.74	740.25	504.82	886.95	515.38	640.24	96.78	72.70	590.05	128.75	960.63	897.25	333.85	906.66	447.92	449.14	592.79	677.41	297.21	495.05	670.67	71.42	405.60	838.92	61.02	110.75	756.80	600.91	348.92	135.04	
17.38	953.66	874.28	521.20	840.61	389.67	161.44	936.40	461.37	750.48	65.15	421.99	647.73	398.00	328.66	95.65	846.14	920.45	772.06	143.35	415.49	442.73	213.77	820.09	281.65	273.80	929.84	38.45	873.71	278.76	172.49	890.09	232.43	46.78	411.29	73.04	435.44	571.73	9.44	895.81	322.21	73.58	317.81	968.94	470.58	645.46	64.59	316.72	565.91	835.65	459.07	980.40	278.38	671.84	800.49	559.03	944.64	730.33	596.49	818.35	9.10	767.98	708.44	240.52	813.76	119.73	312.56	249.20	690.46	321.00	
145.02	12.67	393.58	461.83	980.61	863.17	107.29	45.20	179.89	672.20	879.86	637.96	652.60	158.24	309.81	453.09	716.27	254.45	183.43	312.75	72.80	191.52	80.73	780.24	431.05	893.49	898.97	742.61	142.69	589.43	63.61	286.71	601.09	456.19	747.54	581.70	319.36	853.83	625.91	498.25	526.02	505.76	136.21	178.62	663.00	445.02	630.72	379.27	698.46	813.14	691.02	770.26	4.67	770.75	550.50	434.71	664.24	449.47	177.32	805.94	38.90	239.93	92.65	638.99	695.13	839.19	220.70	14.49	693.01	845.60	
511.74	219.03	351.37	646.95	396.66	14.37	91.97	27.37	392.63	789.43	839.51	83.65	559.69	843.18	853.40	110.19	277.89	517.65	558.66	454.22	323.58	596.56	693.15	415.23	235.55	388.28	254.42	455.24	401.76	946.43	300.85	912.50	165.46	651.21	559.45	561.12	664.58	650.42	587.49	57.22	439.85	427.00	139.87	998.54	270.18	992.27	108.73	547.08	509.92	666.39	1.29	832.50	262.95	693.44	247.74	497.50	81.72	501.15	951.74	482.48	447.58	252.59	394.98	612.04	902.80	953.44	173.16	567.38	603.86	759.65	
623.60	43.71	186.65	762.47	42.25	455.84	754.74	149.98	2.91	264.66	815.37	3.21	97.17	78.32	695.65	343.91	574.82	776.36	844.06	526.56	258.84	291.64	778.15	652.83	902.69	680.96	606.26	75.85	248.34	210.12	834.50	870.94	252.82	21.15	633.41	294.07	475.99	388.15	443.05	477.90	651.82	258.43	480.11	747.98	335.75	175.76	91.89	909.57	951.12	934.95	436.13	209.97	226.59	214.28	861.79	129.28	894.24	468.06	204.12	142.58	677.18	38.62	13.52	929.00	58.77	645.93	223.07	533.76	34.08	665.13	
