70
70
35
150     60
428    214
 99     49
410    164
 90     45
291    145
106     42
 95      9
239     71
 49      9
271     54
483    193
350    140
396     79
279     55
234     23
200     40
104     10
344    172
380    114
191     38
257    128
484    242
118     59
156     46
200     20
162     32
256     51
251    125
136     27
326     97
265     26
233    116
 26      5
468     93
106     10
 66     13
 50     25
408    163
474    189
412    206
192     96
 66     19
182     72
300    150
153     30
485    242
247    123
372    186
390     39
371    148
487     97
166     83
187     74
290    116
339     33
429    171
372     74
179     71
397    158
178     17
200     60
 62      6
476    190
412     41
368    184
177     17
420    126
101     10
 12      2
74.68	603.57	541.24	419.05	460.25	925.03	623.59	762.08	765.36	123.09	646.88	75.11	82.95	855.68	629.87	910.19	574.74	772.86	430.07	756.28	405.43	925.33	697.88	189.23	570.39	967.28	651.18	601.22	739.89	506.76	105.09	813.57	110.33	645.33	232.63	569.58	570.36	855.21	331.66	335.72	977.31	977.54	409.83	60.25	833.22	39.69	969.45	407.96	811.56	399.52	164.24	216.98	324.85	861.12	405.21	894.25	828.40	56.39	495.47	568.30	562.15	599.56	381.87	671.48	244.88	613.50	241.06	814.24	468.71	571.73	
149.96	446.02	549.27	558.79	505.27	382.49	597.48	474.72	789.45	409.04	873.24	952.69	625.02	198.09	813.82	30.23	92.34	642.22	85.62	586.80	210.52	646.76	186.36	591.39	318.25	430.25	204.89	558.31	244.49	672.60	130.04	393.45	118.61	678.30	951.24	622.89	60.79	548.73	97.61	849.24	956.77	969.85	801.94	581.79	167.94	615.75	611.01	259.27	257.97	695.63	845.08	467.49	342.39	31.44	58.88	659.64	460.68	262.76	217.95	704.17	934.36	346.99	97.62	52.98	25.29	48.87	674.86	85.08	596.59	771.47	
933.32	553.36	741.32	735.26	135.15	908.25	351.01	745.16	167.53	607.98	440.79	12.61	75.47	782.18	43.04	133.35	441.83	502.73	395.11	658.78	206.90	329.48	5.76	303.52	381.45	30.06	351.39	56.31	114.14	946.98	826.78	47.46	500.34	568.10	781.72	634.48	476.36	132.73	379.64	642.89	739.72	819.43	654.49	814.19	601.62	696.54	946.54	43.44	199.26	341.66	701.22	405.16	670.13	705.99	707.68	51.59	735.04	59.07	106.90	848.18	6.05	932.68	894.64	505.39	500.79	676.36	139.87	976.14	808.10	518.51	
619.03	547.82	337.95	273.52	362.01	938.57	969.06	308.55	981.01	168.32	649.21	682.23	572.48	319.35	388.22	280.17	369.93	123.26	338.24	475.83	970.44	343.29	408.51	865.08	847.67	908.30	541.44	986.54	884.44	349.54	505.06	503.47	896.35	842.01	775.99	258.36	780.57	745.04	565.92	761.59	912.37	215.13	443.82	484.85	533.47	831.04	764.02	902.41	953.30	102.26	378.24	923.74	444.55	785.75	788.82	292.22	694.05	330.26	278.76	578.49	678.80	782.82	81.96	575.16	624.83	856.95	832.52	405.40	602.00	398.44	
166.99	514.36	612.56	609.81	998.21	146.04	440.85	762.23	48.45	394.15	863.49	425.68	317.89	308.03	211.44	106.71	599.25	904.49	435.98	877.02	482.99	114.78	659.84	563.95	688.94	284.67	420.90	521.46	689.07	22.90	918.89	855.06	536.26	531.46	464.87	534.47	676.50	904.72	296.70	723.94	298.87	160.19	149.63	615.76	467.22	360.07	721.47	66.47	264.56	157.44	942.49	746.54	271.22	602.33	310.49	959.16	886.00	730.39	480.62	575.07	752.29	399.51	430.14	288.55	929.97	894.01	822.02	606.47	798.73	118.73	
330.41	97.59	277.92	479.04	712.35	744.14	838.10	433.82	809.61	102.66	590.26	752.10	848.20	860.48	354.43	158.69	819.64	240.43	888.09	300.26	814.51	640.38	698.77	244.65	927.93	628.74	138.65	749.95	235.21	936.38	867.68	564.62	33.97	145.59	43.66	745.32	888.73	880.77	179.14	698.34	982.43	768.40	450.44	830.63	628.88	803.88	988.32	448.52	44.31	876.41	747.78	857.82	516.78	446.55	102.46	444.71	75.29	240.12	194.66	309.50	176.50	62.34	873.13	209.47	206.93	915.79	953.79	95.66	796.56	132.92	
793.00	778.98	900.32	243.44	609.61	529.20	47.32	597.94	976.72	90.63	474.35	724.49	947.45	990.13	171.04	49.91	434.84	245.34	289.03	628.50	553.84	464.53	689.84	426.96	673.00	895.76	342.75	626.78	990.42	139.31	758.71	783.41	917.29	659.03	26.85	526.91	188.23	73.17	124.84	164.94	162.80	598.19	888.44	110.25	588.32	59.48	159.16	23.16	303.82	447.19	650.66	856.65	910.71	340.50	283.62	583.71	236.26	625.37	210.49	226.67	763.68	968.20	10.09	680.97	627.23	35.94	207.87	814.46	108.12	331.71	
978.40	269.91	928.90	866.84	379.16	517.22	925.32	537.32	539.38	229.14	983.51	190.05	85.79	894.22	529.54	368.41	477.93	764.80	992.78	687.42	990.47	756.45	655.62	999.56	437.42	282.85	35.50	644.29	97.31	142.62	975.01	75.71	411.53	903.91	941.55	789.69	421.14	866.87	327.01	959.52	96.00	310.52	149.57	180.79	204.74	678.11	548.20	681.66	442.90	540.98	369.09	433.38	297.43	24.71	432.94	733.85	306.56	467.44	378.15	402.87	609.06	353.16	477.58	20.59	257.07	419.13	809.29	677.21	286.00	136.30	
636.73	381.00	445.81	785.30	560.79	649.55	463.40	108.99	331.21	905.31	648.97	699.30	338.68	945.40	723.01	770.62	679.26	29.57	238.06	57.41	431.45	846.12	409.56	908.03	865.72	665.63	327.16	675.00	342.84	612.16	810.30	978.57	992.16	256.11	763.86	552.95	904.66	227.27	660.94	235.88	132.57	309.91	934.18	470.26	255.31	657.19	240.88	933.57	685.76	477.94	989.98	117.21	324.06	399.54	25.24	189.78	65.18	351.40	863.78	407.02	962.56	674.08	385.58	954.72	929.20	149.45	507.66	833.86	375.71	168.60	
69.74	507.29	477.51	3.92	976.55	731.83	660.11	217.42	665.40	345.87	694.36	655.37	462.08	18.43	54.92	486.32	207.21	119.09	836.72	70.99	525.11	799.28	744.07	909.69	753.99	673.27	59.14	261.66	507.13	433.86	429.26	575.87	940.14	905.77	578.79	916.69	637.60	238.90	134.11	302.99	583.76	827.48	957.37	45.84	844.90	12.29	531.16	52.11	130.38	367.87	122.10	654.49	167.15	865.16	564.18	920.14	538.43	622.32	181.80	45.56	56.18	610.06	620.43	995.32	515.83	199.22	912.01	153.43	437.11	46.12	
455.43	20.88	872.60	412.79	65.72	717.50	424.08	595.88	768.61	553.46	962.75	889.70	207.95	129.90	754.87	771.13	50.04	293.30	393.45	230.84	337.86	448.62	839.90	957.29	443.94	355.74	156.51	355.95	508.17	592.62	401.07	962.59	612.50	273.66	375.39	677.22	990.16	798.47	273.09	758.77	351.93	235.85	648.47	558.88	364.75	403.34	330.00	413.79	695.64	722.45	643.64	33.50	171.07	483.54	989.78	614.01	838.28	146.29	968.95	346.45	737.91	370.02	309.04	350.40	642.68	683.43	27.62	632.85	481.90	299.71	
391.62	832.82	534.56	40.09	391.70	898.31	442.43	720.70	312.10	138.06	443.15	954.74	170.56	613.22	438.28	160.34	227.23	276.56	305.63	196.18	622.00	43.54	565.20	930.04	392.94	207.89	613.47	419.56	839.74	95.36	718.27	231.35	927.19	252.83	270.44	318.89	151.14	711.87	39.59	462.24	848.93	481.74	416.98	19.49	94.96	854.26	178.83	321.19	130.81	483.46	516.37	751.81	526.00	81.57	681.85	917.94	288.46	295.32	337.50	128.20	389.68	55.78	358.55	316.87	307.61	627.99	634.75	457.75	339.86	673.34	
919.00	188.79	155.08	335.98	207.28	249.04	190.23	385.11	569.23	320.05	867.58	85.60	71.86	393.58	166.17	752.71	311.52	453.63	48.03	648.02	580.83	436.71	702.80	938.38	752.58	10.41	566.37	387.33	467.17	905.22	60.67	386.16	94.01	214.76	721.14	300.29	462.80	910.37	684.40	32.03	230.42	551.98	116.63	301.28	944.55	281.80	53.99	256.07	734.43	101.02	903.10	315.26	536.73	605.89	253.64	289.31	615.31	819.00	675.64	82.47	724.22	735.31	467.63	817.23	949.06	188.77	117.52	411.86	99.14	800.92	
442.89	328.56	352.90	558.52	628.84	297.45	839.32	681.83	552.53	573.75	781.85	455.62	888.00	318.58	61.52	141.64	606.89	675.82	959.64	282.52	757.29	683.86	17.83	224.92	501.09	965.89	412.69	617.61	377.75	510.84	418.53	819.64	838.40	770.43	378.16	467.24	67.88	217.47	149.07	619.40	790.22	929.92	75.03	678.22	248.50	135.54	818.86	854.38	810.36	778.50	136.90	567.65	462.37	153.73	791.58	962.46	119.62	204.27	580.08	496.37	714.11	997.61	316.01	552.51	768.04	693.17	19.75	834.92	909.65	167.81	
454.32	699.86	97.73	528.35	378.09	345.22	662.89	196.95	199.60	473.25	974.46	335.51	40.91	436.82	488.24	831.48	399.29	606.86	35.76	978.36	103.23	748.87	975.97	418.24	301.38	744.01	111.41	320.12	578.92	21.06	486.94	33.24	719.92	583.67	560.59	98.01	927.89	223.47	293.96	127.49	695.73	268.42	462.00	735.63	704.24	949.23	567.12	103.53	556.09	601.87	81.89	658.32	350.74	57.86	76.56	651.12	800.87	186.97	970.25	379.79	207.03	457.18	412.03	925.95	40.85	971.61	23.96	967.74	195.09	316.92	
95.23	889.81	584.34	556.23	625.45	288.59	505.47	192.56	391.12	61.56	793.44	472.01	718.87	144.18	528.87	794.43	794.30	329.74	980.40	764.55	708.53	187.43	221.73	120.56	113.38	261.58	92.18	136.34	229.32	286.26	452.26	323.55	176.08	36.60	878.78	800.53	324.19	384.24	992.09	714.31	444.80	785.52	186.32	163.67	928.70	714.19	957.10	723.01	43.94	937.50	487.55	751.47	124.93	708.28	871.03	237.31	968.86	962.20	372.65	198.18	248.47	823.91	520.73	423.55	859.51	399.50	224.07	183.70	782.75	216.16	
897.00	227.55	1.69	83.32	390.22	929.39	796.52	347.32	652.40	839.45	284.83	139.95	590.92	408.76	847.23	461.95	645.07	816.09	424.16	17.71	14.27	671.62	840.62	534.00	95.17	700.13	932.50	318.25	882.82	715.25	533.41	779.83	941.80	534.10	862.15	332.02	463.49	658.67	678.34	115.88	498.12	962.17	254.83	89.04	370.93	102.06	549.99	15.99	917.16	973.15	32.71	930.43	644.77	872.33	464.42	738.95	572.45	396.93	57.19	455.28	112.18	589.60	235.11	53.98	123.70	97.26	385.00	586.19	754.92	63.34	
701.07	253.04	25.51	954.90	341.09	395.44	56.97	890.08	410.43	973.13	863.23	442.14	903.55	508.00	314.46	367.98	246.94	885.92	763.90	303.14	341.19	875.08	891.74	575.30	928.06	15.44	671.55	313.06	600.63	426.48	375.40	301.70	678.52	399.90	256.60	19.61	794.34	312.57	908.68	204.77	285.70	771.91	645.91	189.25	279.91	959.37	556.23	525.85	845.28	320.13	827.99	186.48	195.22	719.73	760.77	123.28	734.16	432.33	435.33	334.79	857.80	809.73	635.49	536.32	209.63	891.09	554.93	3.97	203.66	463.61	
207.74	488.36	235.52	852.65	676.61	514.43	812.02	232.84	40.28	657.30	551.97	867.26	842.78	746.19	586.99	603.55	868.46	321.15	35.88	303.80	654.94	892.68	113.52	290.43	429.01	322.16	181.53	982.94	325.13	384.19	446.55	531.87	871.55	681.07	384.52	548.16	195.50	196.53	780.00	234.78	852.84	331.97	102.04	695.62	78.16	688.03	299.17	945.63	9.18	334.05	249.42	663.12	226.73	361.95	952.56	654.74	683.10	134.08	637.68	8.23	517.27	84.24	539.10	388.82	764.31	922.62	935.99	958.81	119.15	715.99	
193.59	970.99	47.96	294.63	666.60	125.12	981.66	964.77	70.75	989.84	298.82	319.17	652.96	524.56	680.12	605.51	179.30	363.22	738.60	815.98	370.45	255.87	899.22	908.55	643.69	663.53	831.17	579.68	622.34	949.32	295.66	814.93	920.31	342.63	109.56	586.91	466.75	91.22	551.68	536.50	81.05	849.51	854.67	733.01	374.06	534.79	338.52	552.36	897.01	77.12	368.34	267.46	331.99	267.56	176.02	974.68	930.09	7.19	554.36	552.43	955.51	849.02	367.36	875.81	191.65	475.92	462.72	657.40	566.14	14.41	
193.89	646.19	862.91	48.56	379.19	236.97	582.35	716.72	788.33	479.36	792.84	156.68	745.82	124.83	423.24	920.84	99.51	353.32	927.03	652.87	904.75	882.53	501.89	272.11	758.35	692.54	747.03	221.07	349.94	313.17	234.48	542.83	958.35	97.39	590.40	337.55	333.36	172.75	54.27	121.70	651.11	846.10	277.37	396.93	969.93	699.61	317.77	69.44	52.93	244.80	721.31	956.69	127.33	223.20	228.80	884.68	914.74	974.83	105.75	264.68	288.00	339.23	806.51	246.36	435.62	396.91	582.91	767.98	568.65	636.17	
888.68	219.76	482.27	166.05	615.69	452.20	864.66	932.46	520.64	916.59	177.27	241.95	873.28	303.60	464.15	102.08	188.28	378.89	76.91	293.03	642.58	363.92	631.26	449.09	609.27	66.88	845.00	192.18	833.86	413.65	827.35	722.54	632.41	309.62	887.59	248.11	760.83	752.26	180.57	281.47	668.85	356.84	522.43	542.13	659.44	985.58	643.21	846.72	364.47	719.12	139.75	7.05	83.04	770.00	455.14	691.31	835.88	300.14	882.49	669.74	712.79	709.84	392.28	345.20	19.47	279.87	592.31	779.30	32.13	771.88	
60.77	699.98	128.71	582.19	242.11	787.15	567.77	884.32	633.86	931.25	603.44	772.61	937.29	685.48	542.61	392.43	376.80	378.49	691.57	259.29	48.23	404.36	968.13	439.51	748.56	986.60	718.39	340.87	765.90	749.52	112.74	825.67	449.50	240.46	407.86	690.61	27.60	974.63	574.93	660.47	905.88	178.38	433.08	843.17	862.86	974.69	235.61	239.66	353.18	926.18	497.95	400.42	330.53	466.08	838.93	79.09	452.68	557.32	418.96	218.58	306.84	530.70	44.25	755.34	770.16	451.11	445.95	796.76	425.74	20.88	
457.23	331.62	198.26	889.31	174.79	61.12	864.00	409.40	299.79	217.18	335.58	796.74	616.60	665.11	262.82	455.53	743.20	714.50	12.85	162.16	932.08	318.68	691.86	975.33	74.02	462.02	426.44	518.97	258.78	851.18	538.85	715.02	182.80	736.11	604.32	356.59	796.24	468.32	765.00	96.02	684.50	100.57	891.76	301.10	764.68	154.58	755.63	507.88	868.08	767.48	669.04	800.17	86.16	360.91	775.50	159.18	821.93	201.93	677.15	80.71	53.11	216.00	794.73	234.91	951.12	399.05	590.51	747.35	866.38	355.50	
842.38	550.88	455.07	734.14	850.98	219.76	887.72	606.61	726.64	755.80	374.09	395.68	555.97	459.25	755.59	331.47	617.42	577.52	532.40	294.57	657.24	584.51	509.57	451.97	818.43	460.69	850.02	408.93	208.04	716.40	763.43	50.42	267.28	218.51	783.56	118.26	437.26	671.28	723.87	163.90	427.08	97.96	558.59	982.05	556.20	314.18	313.52	173.63	890.70	844.92	467.20	547.94	429.43	975.78	998.90	247.86	436.46	848.92	655.79	643.51	565.32	419.22	692.93	831.60	636.73	476.49	948.85	73.99	147.77	672.72	
236.89	573.85	769.68	794.48	555.91	325.88	108.65	868.42	498.51	998.35	713.34	964.71	546.29	142.78	940.49	545.20	389.63	376.95	394.12	45.42	20.46	958.44	463.65	712.39	790.04	100.37	188.88	738.89	173.36	335.66	411.61	409.25	908.51	181.29	203.73	464.42	506.17	311.38	332.84	4.68	309.74	46.19	968.39	855.03	187.96	908.88	400.22	576.60	285.83	793.34	621.02	305.29	751.79	84.67	17.68	541.82	184.04	205.57	280.71	356.40	540.22	691.33	764.65	448.74	871.62	967.38	912.15	377.79	278.77	245.00	
381.48	587.50	290.18	349.87	442.53	477.15	258.75	841.75	53.75	543.58	635.10	673.77	847.87	386.88	757.43	864.56	927.71	940.47	70.12	208.42	296.88	609.35	898.75	61.53	58.08	770.37	28.91	969.24	148.16	306.68	214.23	528.64	893.18	503.42	877.51	335.71	979.56	136.26	177.47	33.31	678.84	811.57	706.08	526.71	198.45	463.51	391.27	126.16	403.99	460.39	333.58	699.86	69.74	232.33	760.39	126.82	2.69	788.31	96.06	149.85	94.99	309.29	677.49	987.17	811.71	554.99	322.88	791.27	690.25	499.35	
